"","state_fips","year","prop_gov","state_name","prop_US_house","prop_US_sen","state_house_all","p_comp_elections_state_house","p_third_party_state_house","state_house_uncontested","p_total_uncontested_state_house","party_diff_uncontested_state_house","state_house_contested","state_sen_all","p_comp_elections_state_sen","p_third_party_state_sen","state_sen_uncontested","p_total_uncontested_state_sen","party_diff_uncontested_state_sen","state_sen_contested","party","prop_pres","party_strength","party_strength_nogov","party_strength2","party_strength_nogov2","party_strength_smoothed"
"15",1,2006,0.4198,"Alabama",0.444466676,0.323869024,0.526736318,0.203947368,0.007513388,0.236842105,0.394736842,0.078947368,0.518470313,0.51451842,0.275862069,3.07e-05,0.103448276,0.206896552,0,0.555871585,"Dem",0.371022286,0.319827434587097,0.326670028545415,0.319827434587097,0.326670028545415,0.429518985734863
"16",1,2008,0.4198,"Alabama",0.390571803,0.365633447,0.526736318,0.203947368,0.007513388,0.236842105,0.394736842,0.078947368,0.518470313,0.51451842,0.275862069,3.07e-05,0.103448276,0.206896552,0,0.555871585,"Dem",0.391090972,0.384660516379865,0.389774676915233,0.384660516379865,0.389774676915233,0.34560142305636
"17",1,2010,0.421,"Alabama",0.314201569,0.347498989,0.417511891,0.242307692,0.028951362,0.130769231,0.330769231,-0.069230769,0.434851196,0.417082071,0.456521739,0.022968661,0.086956522,0.239130435,-0.065217391,0.453887735,"Dem",0.391090972,0.282360818259567,0.266999498355671,0.282360818259567,0.266999498355671,0.352942123347365
"18",1,2012,0.421,"Alabama",0.359862012,0.347498989,0.417511891,0.242307692,0.028951362,0.130769231,0.330769231,-0.069230769,0.434851196,0.417082071,0.456521739,0.022968661,0.086956522,0.239130435,-0.065217391,0.453887735,"Dem",0.387837715,0.254453443638588,0.284171407684386,0.254453443638588,0.284171407684386,0.272151071154286
"19",1,2014,0.36314131,"Alabama",0.320143743,0,0.3325522,0.189349112,0.014930611,0.145956607,0.394477318,-0.102564103,0.470887044,0.318856328,0.112852665,0.049966226,0.031347962,0.225705329,-0.163009404,0.39541816,"Dem",0.387837715,0.198269348850634,0.199913606206636,0.198269348850634,0.199913606206636,0.258894067241061
"20",1,2016,0.36314131,"Alabama",0.337274917,0.359297595,0.3325522,0.189349112,0.014930611,0.145956607,0.394477318,-0.102564103,0.470887044,0.318856328,0.112852665,0.049966226,0.031347962,0.225705329,-0.163009404,0.39541816,"Dem",0.356258564,0.193405556135082,0.236231348033716,0.193405556135082,0.236231348033716,0.21080892875476
"21",2,1978,0.341,"Alaska",0.445014397,0.241702559,0.560994082,0.431372549,0.064676329,0.039215686,0.058823529,0.019607843,0.565101561,0.561549768,0.75,0.008746565,0.071428571,0.071428571,0.071428571,0.479605638,"Dem",0.381081712,0.0455124038497675,0.133780285017157,0.0455124038497675,0.133780285017157,0.133780285017157
"22",2,1980,0.341,"Alaska",0.259215251,0.461092683,0.518796344,0.685185185,0.096734249,0.083333333,0.083333333,0.083333333,0.50670755,0.439237255,0.461538462,0.015259204,0.076923077,0.076923077,0.076923077,0.44338698,"Dem",0.327008144,0.112475532396161,0.167792865528493,0.112475532396161,0.167792865528493,0.143984059170558
"23",2,1982,0.5543,"Alaska",0.288493219,0.461092683,0.5061136,0.592307692,0.086961703,0.015384615,0.015384615,0.015384615,0.497568873,0.410183426,0.326530612,0.057947747,0.040816327,0.081632653,0,0.542063248,"Dem",0.327008144,0.205869071724982,0.203799523820157,0.205869071724982,0.203799523820157,0.178594863015992
"24",2,1984,0.5543,"Alaska",0.431048819,0.285840669,0.486305272,0.495798319,0.039907463,0.016806723,0.016806723,0.016806723,0.459815609,0.370114828,0.310344828,0.006134515,0,0,0,0.389308055,"Dem",0.309440874,0.123966447772478,0.134696538559729,0.123966447772478,0.134696538559729,0.183068628242028
"25",2,1986,0.5261,"Alaska",0.421109797,0.449416858,0.452366202,0.321100917,0.027403196,0,0,0,0.555947481,0.505895702,0.483870968,0.056783349,0,0,0,0.548128905,"Dem",0.309440874,0.261017760492913,0.272933646280444,0.261017760492913,0.272933646280444,0.176167670875943
"26",2,1988,0.5261,"Alaska",0.373454353,0.449416858,0.46762094,0.43220339,0.05626191,0.033898305,0.06779661,0,0.47794098,0.39136469,0.481481481,0.010299466,0.074074074,0.296296296,-0.148148148,0.464356217,"Dem",0.378366826,0.153136590212442,0.125952543184279,0.153136590212442,0.125952543184279,0.228839315351595
"27",2,1990,0.5414,"Alaska",0.480789805,0.327089507,0.49230172,0.584415584,0.030482225,0.064935065,0.103896104,0.025974026,0.517847535,0.506160726,0.526315789,0.026268618,0.052631579,0.105263158,0,0.510269401,"Dem",0.378366826,0.152498550530384,0.129001960917379,0.152498550530384,0.129001960917379,0.126867368504209
"28",2,1992,0.5414,"Alaska",0.477894943,0.419950919,0.532915361,0.6,0.111243463,0.042105263,0.042105263,0.042105263,0.484289483,0.482940952,0.215686275,0.190393826,0.039215686,0.058823529,0.019607843,0.467248475,"Dem",0.43425738,0.210061748730628,0.180136370471726,0.210061748730628,0.180136370471726,0.144342283783683
"29",2,1994,0.5015,"Alaska",0.365124338,0.419950919,0.483029389,0.517241379,0.107550619,0.034482759,0.068965517,0,0.471258245,0.492657252,0.304347826,0.137491092,0,0,0,0.443415457,"Dem",0.43425738,0.205713776380308,0.203152673080185,0.205713776380308,0.203152673080185,0.187041261254263
"30",2,1996,0.5015,"Alaska",0.380061443,0.118774459,0.437071837,0.5,0.034859718,0.036585366,0.048780488,0.024390244,0.421444241,0.373761776,0.555555556,0.09396089,0.055555556,0.111111111,0,0.431969211,"Dem",0.395714975,0.0526710997330754,0.0484569651602554,0.0526710997330754,0.0484569651602554,0.156743960704206
"31",2,1998,0.7291,"Alaska",0.35605879,0.209326698,0.445045935,0.471428571,0.029777188,0.1,0.185714286,0.014285714,0.446605163,0.348059695,0.352941176,0.022467703,0,0.176470588,-0.176470588,0.555499211,"Dem",0.395714975,0.232367703660803,0.187580863911588,0.232367703660803,0.187580863911588,0.0901941347856552
"32",2,2000,0.7291,"Alaska",0.192063801,0.209326698,0.367274617,0.175675676,0.067490369,0.067567568,0.148648649,-0.013513514,0.447268679,0.42827984,0.625,0.050711198,0.041666667,0.041666667,0.041666667,0.376049546,"Dem",0.320630514,0.169053230683412,0.149035599605114,0.169053230683412,0.149035599605114,0.176017284619646
"33",2,2002,0.4216,"Alaska",0.18827317,0.11854832,0.336904127,0.382608696,0.107362205,0,0,0,0.443924615,0.336567038,0.411764706,0.068253016,0,0,0,0.40229012,"Dem",0.320630514,0,0,0,0,0.10432491972358
"34",2,2004,0.4216,"Alaska",0.239302151,0.483891977,0.412831247,0.3875,0.067958359,0.0375,0.0875,-0.0125,0.451782693,0.400263664,0.45,0.070025492,0,0.05,-0.05,0.460903771,"Dem",0.36773717,0.262353108325371,0.263130070025722,0.262353108325371,0.263130070025722,0.0789390210077166
"35",2,2006,0.4588,"Alaska",0.414253691,0.483891977,0.448558188,0.402777778,0.029934883,0.083333333,0.166666667,0,0.468376411,0.484768367,0.1,0.035012182,0.05,0.05,0.05,0.509307676,"Dem",0.36773717,0.255980343625704,0.25870164918033,0.255980343625704,0.25870164918033,0.261801543772104
"36",2,2008,0.4588,"Alaska",0.472837389,0.506597548,0.460624218,0.351351351,0.011669087,0.081081081,0.108108108,0.054054054,0.416593441,0.461283851,0.235294118,0.036168456,0.117647059,0.176470588,0.058823529,0.375211696,"Dem",0.389352151,0.266925796683987,0.27142638853832,0.266925796683987,0.27142638853832,0.262519070987727
"37",2,2010,0.3894,"Alaska",0.306755208,0.39795472,0.416958247,0.279411765,0.025874714,0.117647059,0.205882353,0.029411765,0.402380708,0.424507066,0.411764706,0.027407597,0.117647059,0.294117647,-0.058823529,0.472123665,"Dem",0.389352151,0.308829181256904,0.303429599807949,0.308829181256904,0.303429599807949,0.281027351919209
"38",2,2012,0.3894,"Alaska",0.309171846,0.39795472,0.366575552,0.339449541,0.024153052,0,0,0,0.437877497,0.369611872,0.222222222,0.03235429,0,0,0,0.422960986,"Dem",0.426847095,0.282396228975243,0.320855999587222,0.282396228975243,0.320855999587222,0.308657519741731
"39",2,2014,0.5295,"Alaska",0.445620475,0.488647518,0.435794934,0.301369863,0.059486391,0.095890411,0.123287671,0.068493151,0.38773442,0.420171918,0.16,0.046780243,0.12,0.12,0.12,0.381223419,"Dem",0.426847095,0.459392300082813,0.426437291814646,0.459392300082813,0.426437291814646,0.352530387255449
"40",2,2016,0.5295,"Alaska",0.417196842,0.207629525,0.437527512,0.318965517,0.122772905,0,0,0,0.386649254,0.310835104,0.384615385,0.117655094,0,0,0,0.485204995,"Dem",0.416143453,0.303952210282112,0.305466956712586,0.303952210282112,0.305466956712586,0.390146191284028
"41",4,1978,0.5396,"Arizona",0.531489007,0.554809651,0.410008678,0.30952381,0.037081329,0,0.015873016,-0.015873016,0.427430846,0.42225116,0.350877193,0.036514266,0.122807018,0.228070175,0.01754386,0.478229908,"Dem",0.41386697,0.14929049150727,0.172658682631356,0.14929049150727,0.172658682631356,0.172658682631356
"42",4,1980,0.5396,"Arizona",0.476005645,0.494505713,0.35859672,0.191666667,0.048553638,0,0.05,-0.05,0.418641885,0.413364639,0.343283582,0.046438317,0.059701493,0.074626866,0.044776119,0.458046107,"Dem",0.317879132,0.147256334106615,0.150071586443932,0.147256334106615,0.150071586443932,0.165882553775129
"43",4,1982,0.6580001,"Arizona",0.432137079,0.585418327,0.415614049,0.260869565,0.021997879,0,0.017391304,-0.017391304,0.434258948,0.436703038,0.482142857,0.015526789,0.035714286,0.125,-0.053571429,0.502610044,"Dem",0.317879132,0.208492430954667,0.195395024838565,0.208492430954667,0.195395024838565,0.163668617962322
"44",4,1984,0.6580001,"Arizona",0.346482749,0.585418327,0.360986509,0.177777778,0.004305732,0.088888889,0.222222222,-0.044444444,0.429668856,0.368324946,0.274509804,0.02449507,0.078431373,0.235294118,-0.078431373,0.474932702,"Dem",0.328832724,0.164982200532654,0.163043866125686,0.164982200532654,0.163043866125686,0.185689677224701
"45",4,1986,0.4651,"Arizona",0.32514586,0.395177413,0.38751296,0.168421053,0.009845524,0.073684211,0.157894737,-0.010526316,0.413582952,0.35970866,0.088888889,5.15e-05,0.133333333,0.355555556,-0.088888889,0.477254377,"Dem",0.328832724,0.0405920762543521,0.0598642665433493,0.0405920762543521,0.0598642665433493,0.132089986250985
"46",4,1988,0.4651,"Arizona",0.295805965,0.580082972,0.3890795,0.171717172,0.010691237,0.060606061,0.121212121,0,0.460477346,0.420160105,0.372881356,0.038473732,0.101694915,0.13559322,0.06779661,0.519753359,"Dem",0.392565085,0.245325892390565,0.238726958159489,0.245325892390565,0.238726958159489,0.113523074028191
"47",4,1990,0.4979,"Arizona",0.356913963,0.580082972,0.402442964,0.296296296,0.016208256,0.037037037,0.138888889,-0.064814815,0.477963598,0.413631085,0.476923077,0.010588564,0.046153846,0.2,-0.107692308,0.530644605,"Dem",0.392565085,0.0540728090438996,0.0316004242771464,0.0540728090438996,0.0316004242771464,0.176588997994786
"48",4,1992,0.4764,"Arizona",0.440360597,0.361277817,0.40754343,0.297520661,0.081594509,0,0.049586777,-0.049586777,0.470383025,0.427574294,0.253968254,0.10034189,0.047619048,0.063492063,0.031746032,0.480897813,"Dem",0.48698096,0.175131259615796,0.155754670835288,0.175131259615796,0.155754670835288,0.068846698244589
"49",4,1994,0.4576,"Arizona",0.385572558,0.424059591,0.330365294,0.104166667,0.044286662,0.041666667,0.104166667,-0.020833333,0.439101947,0.300144125,0.092592593,0.108033019,0.074074074,0.148148148,0,0.472974633,"Dem",0.48698096,0.219154236179809,0.223296913341055,0.219154236179809,0.223296913341055,0.176017343587018
"50",4,1996,0.4576,"Arizona",0.394282676,0.424059591,0.336506127,0.297029703,0.026484563,0.059405941,0.158415842,-0.03960396,0.443557673,0.356325578,0.153846154,0.023139791,0.076923077,0.230769231,-0.076923077,0.493766642,"Dem",0.512237712,0.241236064474051,0.241306302820222,0.241236064474051,0.241306302820222,0.228699730184805
"51",4,1998,0.3728,"Arizona",0.414931386,0.283210246,0.366947508,0.195652174,0.014384583,0.086956522,0.217391304,-0.043478261,0.465427434,0.366930763,0.181818182,0.01971163,0.159090909,0.386363636,-0.068181818,0.501790193,"Dem",0.512237712,0.289025594908443,0.286265454861592,0.289025594908443,0.286265454861592,0.254794048432633
"52",4,2000,0.3728,"Arizona",0.394919451,0,0.391687923,0.247524752,0.031810384,0.01980198,0.099009901,-0.059405941,0.444382033,0.497913375,0.421052632,0.037560788,0.122807018,0.175438596,0.070175439,0.482456778,"Dem",0.467174008,0.27012786210664,0.268980142520196,0.27012786210664,0.268980142520196,0.281079861159173
"53",4,2002,0.5053,"Arizona",0.409108909,0,0.395883553,0.306122449,0.013535385,0.081632653,0.142857143,0.020408163,0.442702418,0.434476499,0.192307692,0.058691292,0.134615385,0.269230769,0,0.423212822,"Dem",0.467174008,0.14245366051644,0.140956395115154,0.14245366051644,0.140956395115154,0.230573018298683
"54",4,2004,0.5053,"Arizona",0.346368391,0.211797187,0.376917608,0.17,0.033585029,0.08,0.16,0,0.449941536,0.383871289,0.24,0.023737823,0.12,0.28,-0.04,0.479235108,"Dem",0.44724995,0.302320687527412,0.299715119786015,0.302320687527412,0.299715119786015,0.188584012516412
"55",4,2006,0.6385,"Arizona",0.448521099,0.44918734,0.403052422,0.287128713,0.022322753,0.01980198,0.059405941,-0.01980198,0.498237101,0.472450383,0.446428571,0.017718583,0.089285714,0.125,0.053571429,0.488362292,"Dem",0.44724995,0.314772008275752,0.303525318032161,0.314772008275752,0.303525318032161,0.300858179259859
"56",4,2008,0.6385,"Arizona",0.508065801,0.44918734,0.448815018,0.298076923,0.018010729,0.057692308,0.057692308,0.057692308,0.461451921,0.457826712,0.471698113,0.017229176,0.075471698,0.150943396,0,0.490276076,"Dem",0.456860993,0.37912891877374,0.379617311032028,0.37912891877374,0.379617311032028,0.326352915932121
"57",4,2010,0.4387,"Arizona",0.441491193,0.370556688,0.366169464,0.140186916,0.033342754,0.037383178,0.074766355,0,0.440926168,0.408463497,0.278688525,0.027710985,0.131147541,0.180327869,0.081967213,0.428164158,"Dem",0.456860993,0.420683961016107,0.411944752745995,0.420683961016107,0.411944752745995,0.389315543546218
"58",4,2012,0.4387,"Arizona",0.455579732,0.484139413,0.411808292,0.310679612,0.018105609,0.126213592,0.27184466,-0.019417476,0.457328578,0.437180409,0.471698113,0.035074447,0.113207547,0.188679245,0.037735849,0.475990579,"Dem",0.453866198,0.407255750144362,0.434850434326709,0.407255750144362,0.434850434326709,0.418816457220209
"59",4,2014,0.437799192,"Arizona",0.414263094,0.484139413,0.358538074,0.053892216,0.007158247,0.095808383,0.131736527,0.05988024,0.395545173,0.400095629,0.287128713,0.072400936,0.02970297,0.148514851,-0.089108911,0.462282963,"Dem",0.453866198,0.422201000883672,0.41788518859125,0.422201000883672,0.41788518859125,0.429760860606071
"60",4,2016,0.437799192,"Arizona",0.44996721,0.43130172,0.422374518,0,0.020636556,0.10989011,0.131868132,0.087912088,0.389862329,0.456778758,0.38,0.016000178,0.16,0.28,0.04,0.463304784,"Dem",0.481099766,0.40003718840157,0.426118165499657,0.40003718840157,0.426118165499657,0.420355081663772
"61",5,1978,0.6336,"Arkansas",0.555862956,0.824290246,0.925995431,0.104347826,0.023110912,0.72173913,0.739130435,0.704347826,0.530965221,0.901007449,0.2,9.79e-06,0.8,0.8,0.8,0.553478667,"Dem",0.650488515,0.777988289461681,0.869089722738917,0.777988289461681,0.869089722738917,0.869089722738917
"62",5,1980,0.4807,"Arkansas",0.451844432,0.591114695,0.79773429,0.11965812,0.012699098,0.700854701,0.717948718,0.683760684,0.552679846,0.919184591,0.105263158,0.038190412,0.789473684,0.789473684,0.789473684,0.443388974,"Dem",0.496802941,0.607747367211941,0.618445290933975,0.607747367211941,0.618445290933975,0.793896393197434
"63",5,1982,0.5471,"Arkansas",0.523506463,0.591114695,0.932670147,0,0.109020573,0.641666667,0.666666667,0.616666667,0.552679846,0.953803397,0.086956522,0.114930922,0.5,0.52173913,0.47826087,0.450224878,"Dem",0.496802941,0.566192501416723,0.563389788388052,0.566192501416723,0.563389788388052,0.601928640170198
"64",5,1984,0.6246,"Arkansas",0.632602076,0.573477435,0.812095585,0.12173913,0.005370445,0.72173913,0.756521739,0.686956522,0.54454946,0.675538142,0.19047619,0.012220784,0.666666667,0.714285714,0.619047619,0.498578601,"Dem",0.387724119,0.654533676499829,0.658968471619756,0.654533676499829,0.658968471619756,0.592063393357563
"65",5,1986,0.6389,"Arkansas",0.590372281,0.622807308,0.814733618,0.070175439,0.001918914,0.710526316,0.763157895,0.657894737,0.633431207,1,0,0.057134389,0.684210526,0.789473684,0.578947368,0.498578601,"Dem",0.387724119,0.78274626847634,0.785017749861559,0.78274626847634,0.785017749861559,0.696783255092297
"66",5,1988,0.6389,"Arkansas",0.656469501,0.622807308,0.75628561,0.053571429,0.017607451,0.723214286,0.785714286,0.660714286,0.54072834,0.82807333,0,9.28e-06,0.7,0.8,0.6,0.627434197,"Dem",0.428083573,1,0.98388374038439,1,0.98388374038439,0.844677547018408
"67",5,1990,0.575,"Arkansas",0.555119679,1,0.65875158,0.140625,0.029998943,0.5390625,0.59375,0.484375,0.640046916,0.586012641,0.25,0.041353853,0.416666667,0.458333333,0.375,0.63487687,"Dem",0.428083573,0.916534095496039,0.918400700086334,0.916534095496039,0.918400700086334,0.964238828294973
"68",5,1992,0.575,"Arkansas",0.595395971,0.601771941,0.596221295,0.203007519,0.028800036,0.503759398,0.518796992,0.488721805,0.560535349,0.519242265,0.097560976,0.037823359,0.682926829,0.731707317,0.634146341,0.627913161,"Dem",0.599922671,0.962393312498059,0.970470044894494,0.962393312498059,0.970470044894494,0.934021503528782
"69",5,1994,0.5984,"Arkansas",0.474072371,0.601771941,0.570778862,0.340740741,0.008865306,0.444444444,0.488888889,0.4,0.570794692,0.563438276,0.37037037,3.48e-05,0.259259259,0.333333333,0.185185185,0.578201274,"Dem",0.599922671,0.713866108458914,0.708144409602591,0.713866108458914,0.708144409602591,0.891772354306923
"70",5,1996,0.5984,"Arkansas",0.46446023,0.472995794,0.547888876,0.318518519,0.005918745,0.437037037,0.496296296,0.377777778,0.587214246,0.572417268,0.347826087,2.09e-05,0.47826087,0.47826087,0.47826087,0.574991377,"Dem",0.593528249,0.885081514280231,0.87444018121749,0.885081514280231,0.87444018121749,0.758033141087061
"71",5,1998,0.3923,"Arkansas",0.467743948,0.566012662,0.55880758,0.411764706,0.013308387,0.287581699,0.333333333,0.241830065,0.552853829,0.502179115,0.153846154,0.028068947,0.307692308,0.384615385,0.230769231,0.556983587,"Dem",0.593528249,0.693927730337444,0.698472206484113,0.693927730337444,0.698472206484113,0.821649788797477
"72",5,2000,0.3923,"Arkansas",0.461573631,0.566012662,0.527975626,0.272058824,0.009838362,0.375,0.507352941,0.242647059,0.54297956,0.540263828,0.333333333,0.002157231,0.416666667,0.416666667,0.416666667,0.483313175,"Dem",0.471993105,0.642784826850136,0.643360730671302,0.642784826850136,0.643360730671302,0.68193876374027
"73",5,2002,0.4697,"Arkansas",0.580159065,0.538956202,0.509702207,0.318518519,0.001636593,0.392592593,0.488888889,0.296296296,0.505266631,0.60534152,0.4,0.028728179,0.32,0.4,0.24,0.54929849,"Dem",0.471993105,0.595830960494662,0.595502331703387,0.595830960494662,0.595502331703387,0.629003210980927
"74",5,2004,0.4697,"Arkansas",0.627909298,0.5591607,0.520491871,0.287878788,0.014951334,0.424242424,0.575757576,0.272727273,0.519546668,0.706705408,0.181818182,5.99e-05,0.454545455,0.727272727,0.181818182,0.610897401,"Dem",0.450642517,0.753174513431921,0.752914351850714,0.753174513431921,0.752914351850714,0.642725937747585
"75",5,2006,0.5776,"Arkansas",0.598378005,0.5591607,0.547330323,0.244274809,0.012662442,0.381679389,0.526717557,0.236641221,0.583875449,0.588943014,0.2,1.41e-05,0.65,0.7,0.6,0.59285957,"Dem",0.450642517,0.732366751185675,0.731129548328861,0.732366751185675,0.731129548328861,0.746378910794158
"76",5,2008,0.5776,"Arkansas",0.7324358,1,0.533309979,0.264705882,0.044863142,0.426470588,0.544117647,0.308823529,0.49440685,0.449856033,0.105263158,2.86e-06,0.631578947,0.894736842,0.368421053,0.449870977,"Dem",0.398282794,0.681615332760739,0.68249439957569,0.681615332760739,0.68249439957569,0.716539003702909
"77",5,2010,0.6569999,"Arkansas",0.422055039,0.389518961,0.499084687,0.323943662,0.035134893,0.288732394,0.436619718,0.14084507,0.459556927,0.402307752,0.384615385,0.005414113,0.307692308,0.384615385,0.230769231,0.404145159,"Dem",0.398282794,0.526066261695147,0.474861688948681,0.526066261695147,0.474861688948681,0.620204586387587
"78",5,2012,0.6569999,"Arkansas",0.323411092,0.389518961,0.439955096,0.401273885,0.022780686,0.159235669,0.292993631,0.025477707,0.47174901,0.51083806,0.527272727,0.018774219,0.127272727,0.309090909,-0.054545455,0.45525162,"Dem",0.378455946,0.365428531746179,0.335824462425032,0.365428531746179,0.335824462425032,0.433150520991586
"79",5,2014,0.428080443,"Arkansas",0.33329714,0.411041669,0.388431466,0.379084967,0.012502287,0.202614379,0.437908497,-0.032679739,0.443624643,0.230091632,0.3,0.014421693,0.2,0.65,-0.25,0.43856353,"Dem",0.378455946,0.298103875285323,0.285633428821385,0.298103875285323,0.285633428821385,0.320767152343938
"80",5,2016,0.428080443,"Arkansas",0.127726375,0.377006661,0.397233236,0.286764706,0.027993985,0.154411765,0.492647059,-0.183823529,0.422477702,0.625543906,0.181818182,0.042109919,0.090909091,0.545454545,-0.363636364,0.423312651,"Dem",0.357148623,0.0750578097594813,0.0983761517281338,0.0750578097594813,0.0983761517281338,0.229456245693409
"81",6,1978,0.6056,"California",0.517806984,0.483031122,0.539937817,0.337209302,0.019385855,0.029069767,0.034883721,0.023255814,0.561053501,0.600528378,0.333333333,0.02104974,0,0,0,0.60996996,"Dem",0.490821727,0.336511905690116,0.379200938296284,0.336511905690116,0.379200938296284,0.379200938296284
"82",6,1980,0.6056,"California",0.467361112,0.603416802,0.515616821,0.315068493,0.057797092,0.01369863,0.01369863,0.01369863,0.536862628,0.474730897,0.125,0.078215321,0,0,0,0.495158529,"Dem",0.40529057,0.334422021171547,0.316936453657785,0.334422021171547,0.316936453657785,0.360521592904734
"83",6,1982,0.4939,"California",0.514295917,0.4649089,0.522725479,0.278947368,0.033141777,0.015789474,0.036842105,-0.005263158,0.560142097,0.558646216,0.38,0.044614283,0,0.02,-0.02,0.592735768,"Dem",0.40529057,0.360218316964282,0.364463593416876,0.360218316964282,0.364463593416876,0.331194595585513
